geographicAreaM49,geographicAreaM49_description,measuredElement,measuredElement_description,timePointYears,Value_unpd,flagObservationStatus,flagMethod,Value_faostat,Flag,(Value_unpd-Value_faostat)/Value_faostat
688,Serbia,511,Total Population [1000],2006,9173,X,h,9889,,-0.072403681
688,Serbia,511,Total Population [1000],2007,9135,X,h,9824,,-0.070134365
688,Serbia,511,Total Population [1000],2008,9100,X,h,9761,,-0.067718471
688,Serbia,511,Total Population [1000],2009,9065,X,h,9702,,-0.065656566
688,Serbia,511,Total Population [1000],2010,9030,X,h,9647,,-0.063957707
688,Serbia,511,Total Population [1000],2011,8994,X,h,9597,,-0.062832135
688,Serbia,511,Total Population [1000],2012,8957,X,h,9553,,-0.062388778
688,Serbia,511,Total Population [1000],2013,8920,X,h,9511,,-0.062138576
694,Sierra Leone,511,Total Population [1000],2000,4564,X,h,4140,,0.102415459
694,Sierra Leone,511,Total Population [1000],2001,4739,X,h,4296,,0.103119181
694,Sierra Leone,511,Total Population [1000],2002,4957,X,h,4493,,0.103271756
694,Sierra Leone,511,Total Population [1000],2003,5200,X,h,4713,,0.103331212
694,Sierra Leone,511,Total Population [1000],2004,5440,X,h,4928,,0.103896104
694,Sierra Leone,511,Total Population [1000],2005,5658,X,h,5120,,0.105078125
694,Sierra Leone,511,Total Population [1000],2006,5849,X,h,5281,,0.107555387
694,Sierra Leone,511,Total Population [1000],2007,6015,X,h,5416,,0.110598227
694,Sierra Leone,511,Total Population [1000],2008,6165,X,h,5532,,0.114425163
694,Sierra Leone,511,Total Population [1000],2009,6310,X,h,5641,,0.118595994
694,Sierra Leone,511,Total Population [1000],2010,6459,X,h,5752,,0.122913769
694,Sierra Leone,511,Total Population [1000],2011,6612,X,h,5865,,0.127365729
694,Sierra Leone,511,Total Population [1000],2012,6766,X,h,5979,,0.131627362
694,Sierra Leone,511,Total Population [1000],2013,6922,X,h,6092,,0.136244255
70,Bosnia and Herzegovina,511,Total Population [1000],2000,3767,X,h,3834,,-0.017475222
70,Bosnia and Herzegovina,511,Total Population [1000],2001,3771,X,h,3879,,-0.027842227
70,Bosnia and Herzegovina,511,Total Population [1000],2002,3776,X,h,3898,,-0.031298102
70,Bosnia and Herzegovina,511,Total Population [1000],2003,3779,X,h,3896,,-0.030030801
70,Bosnia and Herzegovina,511,Total Population [1000],2004,3781,X,h,3887,,-0.027270388
70,Bosnia and Herzegovina,511,Total Population [1000],2005,3782,X,h,3880,,-0.025257732
70,Bosnia and Herzegovina,511,Total Population [1000],2006,3779,X,h,3875,,-0.024774194
70,Bosnia and Herzegovina,511,Total Population [1000],2007,3774,X,h,3869,,-0.024554148
70,Bosnia and Herzegovina,511,Total Population [1000],2008,3764,X,h,3861,,-0.025123025
70,Bosnia and Herzegovina,511,Total Population [1000],2009,3747,X,h,3853,,-0.02751103
70,Bosnia and Herzegovina,511,Total Population [1000],2010,3722,X,h,3846,,-0.03224129
70,Bosnia and Herzegovina,511,Total Population [1000],2011,3689,X,h,3839,,-0.039072675
70,Bosnia and Herzegovina,511,Total Population [1000],2012,3648,X,h,3834,,-0.048513302
70,Bosnia and Herzegovina,511,Total Population [1000],2013,3605,X,h,3829,,-0.058500914
703,Slovakia,511,Total Population [1000],2000,5399,X,h,5388,,0.002041574
703,Slovakia,511,Total Population [1000],2001,5400,X,h,5388,,0.002227171
703,Slovakia,511,Total Population [1000],2002,5400,X,h,5388,,0.002227171
703,Slovakia,511,Total Population [1000],2003,5400,X,h,5387,,0.002413217
703,Slovakia,511,Total Population [1000],2004,5399,X,h,5388,,0.002041574
703,Slovakia,511,Total Population [1000],2005,5399,X,h,5391,,0.001483955
703,Slovakia,511,Total Population [1000],2006,5399,X,h,5397,,0.000370576
703,Slovakia,511,Total Population [1000],2007,5398,X,h,5406,,-0.001479837
703,Slovakia,511,Total Population [1000],2008,5399,X,h,5415,,-0.002954755
703,Slovakia,511,Total Population [1000],2009,5401,X,h,5425,,-0.004423963
703,Slovakia,511,Total Population [1000],2010,5404,X,h,5433,,-0.005337751
703,Slovakia,511,Total Population [1000],2011,5410,X,h,5440,,-0.005514706
703,Slovakia,511,Total Population [1000],2012,5417,X,h,5446,,-0.005325009
703,Slovakia,511,Total Population [1000],2013,5425,X,h,5450,,-0.004587156
704,Viet Nam,511,Total Population [1000],2000,80286,X,h,80888,,-0.007442389
704,Viet Nam,511,Total Population [1000],2001,81140,X,h,81729,,-0.007206744
704,Viet Nam,511,Total Population [1000],2002,81956,X,h,82548,,-0.007171585
704,Viet Nam,511,Total Population [1000],2003,82748,X,h,83353,,-0.007258287
704,Viet Nam,511,Total Population [1000],2004,83528,X,h,84151,,-0.007403358
704,Viet Nam,511,Total Population [1000],2005,84309,X,h,84948,,-0.007522249
704,Viet Nam,511,Total Population [1000],2006,85095,X,h,85748,,-0.007615338
704,Viet Nam,511,Total Population [1000],2007,85890,X,h,86553,,-0.007660046
704,Viet Nam,511,Total Population [1000],2008,86708,X,h,87369,,-0.007565613
704,Viet Nam,511,Total Population [1000],2009,87565,X,h,88200,,-0.007199546
704,Viet Nam,511,Total Population [1000],2010,88473,X,h,89047,,-0.006446034
704,Viet Nam,511,Total Population [1000],2011,89437,X,h,89914,,-0.005305069
704,Viet Nam,511,Total Population [1000],2012,90452,X,h,90796,,-0.003788713
704,Viet Nam,511,Total Population [1000],2013,91498,X,h,91680,,-0.001985166
705,Slovenia,511,Total Population [1000],2000,1988,X,h,1990,,-0.001005025
705,Slovenia,511,Total Population [1000],2001,1988,X,h,1990,,-0.001005025
705,Slovenia,511,Total Population [1000],2002,1988,X,h,1990,,-0.001005025
705,Slovenia,511,Total Population [1000],2003,1989,X,h,1991,,-0.00100452
705,Slovenia,511,Total Population [1000],2004,1991,X,h,1995,,-0.002005013
705,Slovenia,511,Total Population [1000],2005,1996,X,h,2000,,-0.002
705,Slovenia,511,Total Population [1000],2006,2004,X,h,2009,,-0.0024888
705,Slovenia,511,Total Population [1000],2007,2014,X,h,2020,,-0.002970297
705,Slovenia,511,Total Population [1000],2008,2025,X,h,2032,,-0.003444882
705,Slovenia,511,Total Population [1000],2009,2035,X,h,2044,,-0.004403131
705,Slovenia,511,Total Population [1000],2010,2045,X,h,2054,,-0.004381694
705,Slovenia,511,Total Population [1000],2011,2053,X,h,2062,,-0.004364694
705,Slovenia,511,Total Population [1000],2012,2060,X,h,2068,,-0.003868472
705,Slovenia,511,Total Population [1000],2013,2066,X,h,2072,,-0.002895753
710,South Africa,511,Total Population [1000],2000,45728,X,h,44846,,0.019667306
710,South Africa,511,Total Population [1000],2001,46385,X,h,45513,,0.019159361
710,South Africa,511,Total Population [1000],2002,47026,X,h,46188,,0.018143241
710,South Africa,511,Total Population [1000],2003,47649,X,h,46869,,0.01664213
710,South Africa,511,Total Population [1000],2004,48247,X,h,47553,,0.014594242
710,South Africa,511,Total Population [1000],2005,48821,X,h,48235,,0.012148855
710,South Africa,511,Total Population [1000],2006,49365,X,h,48919,,0.009117112
710,South Africa,511,Total Population [1000],2007,49887,X,h,49603,,0.00572546
710,South Africa,511,Total Population [1000],2008,50412,X,h,50267,,0.002884596
710,South Africa,511,Total Population [1000],2009,50971,X,h,50890,,0.001591668
710,South Africa,511,Total Population [1000],2010,51585,X,h,51452,,0.002584934
710,South Africa,511,Total Population [1000],2011,52264,X,h,51949,,0.006063639
710,South Africa,511,Total Population [1000],2012,52998,X,h,52386,,0.011682511
710,South Africa,511,Total Population [1000],2013,53767,X,h,52776,,0.018777475
716,Zimbabwe,511,Total Population [1000],2000,12222,X,h,12504,,-0.022552783
716,Zimbabwe,511,Total Population [1000],2001,12366,X,h,12587,,-0.017557798
716,Zimbabwe,511,Total Population [1000],2002,12501,X,h,12641,,-0.011075073
716,Zimbabwe,511,Total Population [1000],2003,12634,X,h,12673,,-0.003077409
716,Zimbabwe,511,Total Population [1000],2004,12778,X,h,12693,,0.006696604
716,Zimbabwe,511,Total Population [1000],2005,12940,X,h,12711,,0.018015892
716,Zimbabwe,511,Total Population [1000],2006,13124,X,h,12724,,0.031436655
716,Zimbabwe,511,Total Population [1000],2007,13330,X,h,12740,,0.046310832
716,Zimbabwe,511,Total Population [1000],2008,13558,X,h,12784,,0.060544431
716,Zimbabwe,511,Total Population [1000],2009,13811,X,h,12889,,0.071533866
716,Zimbabwe,511,Total Population [1000],2010,14086,X,h,13077,,0.07715837
716,Zimbabwe,511,Total Population [1000],2011,14387,X,h,13359,,0.076951868
716,Zimbabwe,511,Total Population [1000],2012,14711,X,h,13724,,0.071917808
716,Zimbabwe,511,Total Population [1000],2013,15055,X,h,14150,,0.063957597
72,Botswana,511,Total Population [1000],2000,1728,X,h,1755,,-0.015384615
72,Botswana,511,Total Population [1000],2001,1755,X,h,1783,,-0.01570387
72,Botswana,511,Total Population [1000],2002,1780,X,h,1809,,-0.016030956
72,Botswana,511,Total Population [1000],2003,1804,X,h,1833,,-0.015821058
72,Botswana,511,Total Population [1000],2004,1829,X,h,1855,,-0.014016173
72,Botswana,511,Total Population [1000],2005,1856,X,h,1876,,-0.010660981
72,Botswana,511,Total Population [1000],2006,1884,X,h,1896,,-0.006329114
72,Botswana,511,Total Population [1000],2007,1914,X,h,1915,,-0.000522193
72,Botswana,511,Total Population [1000],2008,1946,X,h,1934,,0.006204757
72,Botswana,511,Total Population [1000],2009,1980,X,h,1952,,0.014344262
72,Botswana,511,Total Population [1000],2010,2015,X,h,1969,,0.023362113
72,Botswana,511,Total Population [1000],2011,2051,X,h,1987,,0.032209361
72,Botswana,511,Total Population [1000],2012,2089,X,h,2004,,0.04241517
72,Botswana,511,Total Population [1000],2013,2129,X,h,2021,,0.053438892
724,Spain,511,Total Population [1000],2000,40904,X,h,40283,,0.015415932
724,Spain,511,Total Population [1000],2001,41392,X,h,40757,,0.015580146
724,Spain,511,Total Population [1000],2002,41986,X,h,41347,,0.015454567
724,Spain,511,Total Population [1000],2003,42653,X,h,42016,,0.015160891
724,Spain,511,Total Population [1000],2004,43352,X,h,42710,,0.015031609
724,Spain,511,Total Population [1000],2005,44043,X,h,43387,,0.015119736
724,Spain,511,Total Population [1000],2006,44726,X,h,44038,,0.015622871
724,Spain,511,Total Population [1000],2007,45394,X,h,44664,,0.016344259
724,Spain,511,Total Population [1000],2008,45998,X,h,45243,,0.016687664
724,Spain,511,Total Population [1000],2009,46476,X,h,45754,,0.015780041
724,Spain,511,Total Population [1000],2010,46789,X,h,46182,,0.013143649
724,Spain,511,Total Population [1000],2011,46909,X,h,46514,,0.008492067
724,Spain,511,Total Population [1000],2012,46857,X,h,46755,,0.002181585
724,Spain,511,Total Population [1000],2013,46698,X,h,46927,,-0.00487992
729,Sudan,511,Total Population [1000],2012,35990,X,h,37195,,-0.032396828
729,Sudan,511,Total Population [1000],2013,36850,X,h,37964,,-0.029343589
740,Suriname,511,Total Population [1000],2000,472,X,h,467,,0.010706638
740,Suriname,511,Total Population [1000],2001,478,X,h,473,,0.010570825
740,Suriname,511,Total Population [1000],2002,483,X,h,480,,0.00625
740,Suriname,511,Total Population [1000],2003,488,X,h,487,,0.002053388
740,Suriname,511,Total Population [1000],2004,494,X,h,493,,0.002028398
740,Suriname,511,Total Population [1000],2005,499,X,h,500,,-0.002
740,Suriname,511,Total Population [1000],2006,504,X,h,505,,-0.001980198
740,Suriname,511,Total Population [1000],2007,510,X,h,510,,0
740,Suriname,511,Total Population [1000],2008,515,X,h,515,,0
740,Suriname,511,Total Population [1000],2009,521,X,h,520,,0.001923077
740,Suriname,511,Total Population [1000],2010,526,X,h,525,,0.001904762
740,Suriname,511,Total Population [1000],2011,532,X,h,530,,0.003773585
740,Suriname,511,Total Population [1000],2012,537,X,h,535,,0.003738318
740,Suriname,511,Total Population [1000],2013,543,X,h,539,,0.00742115
748,Swaziland,511,Total Population [1000],2000,1061,X,h,1064,,-0.002819549
748,Swaziland,511,Total Population [1000],2001,1073,X,h,1075,,-0.001860465
748,Swaziland,511,Total Population [1000],2002,1081,X,h,1082,,-0.000924214
748,Swaziland,511,Total Population [1000],2003,1087,X,h,1088,,-0.000919118
748,Swaziland,511,Total Population [1000],2004,1095,X,h,1095,,0
748,Swaziland,511,Total Population [1000],2005,1106,X,h,1105,,0.000904977
748,Swaziland,511,Total Population [1000],2006,1121,X,h,1118,,0.002683363
748,Swaziland,511,Total Population [1000],2007,1138,X,h,1135,,0.002643172
748,Swaziland,511,Total Population [1000],2008,1159,X,h,1154,,0.004332756
748,Swaziland,511,Total Population [1000],2009,1181,X,h,1174,,0.005962521
748,Swaziland,511,Total Population [1000],2010,1203,X,h,1193,,0.00838223
748,Swaziland,511,Total Population [1000],2011,1225,X,h,1212,,0.010726073
748,Swaziland,511,Total Population [1000],2012,1248,X,h,1231,,0.013809911
748,Swaziland,511,Total Population [1000],2013,1271,X,h,1250,,0.0168
752,Sweden,511,Total Population [1000],2000,8882,X,h,8872,,0.001127142
752,Sweden,511,Total Population [1000],2001,8898,X,h,8888,,0.001125113
752,Sweden,511,Total Population [1000],2002,8921,X,h,8911,,0.001122209
752,Sweden,511,Total Population [1000],2003,8951,X,h,8942,,0.001006486
752,Sweden,511,Total Population [1000],2004,8991,X,h,8981,,0.001113462
752,Sweden,511,Total Population [1000],2005,9039,X,h,9030,,0.000996678
752,Sweden,511,Total Population [1000],2006,9096,X,h,9090,,0.000660066
752,Sweden,511,Total Population [1000],2007,9163,X,h,9159,,0.000436729
752,Sweden,511,Total Population [1000],2008,9237,X,h,9235,,0.000216567
752,Sweden,511,Total Population [1000],2009,9313,X,h,9310,,0.000322234
752,Sweden,511,Total Population [1000],2010,9390,X,h,9382,,0.000852697
752,Sweden,511,Total Population [1000],2011,9466,X,h,9449,,0.001799132
752,Sweden,511,Total Population [1000],2012,9541,X,h,9511,,0.003154242
752,Sweden,511,Total Population [1000],2013,9615,X,h,9571,,0.004597221
756,Switzerland,511,Total Population [1000],2000,7167,X,h,7166,,0.000139548
756,Switzerland,511,Total Population [1000],2001,7203,X,h,7201,,0.000277739
756,Switzerland,511,Total Population [1000],2002,7244,X,h,7242,,0.000276167
756,Switzerland,511,Total Population [1000],2003,7292,X,h,7289,,0.000411579
756,Switzerland,511,Total Population [1000],2004,7347,X,h,7345,,0.000272294
756,Switzerland,511,Total Population [1000],2005,7410,X,h,7409,,0.000134971
756,Switzerland,511,Total Population [1000],2006,7481,X,h,7482,,-0.000133654
756,Switzerland,511,Total Population [1000],2007,7560,X,h,7565,,-0.000660939
756,Switzerland,511,Total Population [1000],2008,7646,X,h,7653,,-0.000914674
756,Switzerland,511,Total Population [1000],2009,7737,X,h,7743,,-0.000774893
756,Switzerland,511,Total Population [1000],2010,7832,X,h,7831,,0.000127698
756,Switzerland,511,Total Population [1000],2011,7930,X,h,7915,,0.001895136
756,Switzerland,511,Total Population [1000],2012,8032,X,h,7997,,0.004376641
756,Switzerland,511,Total Population [1000],2013,8133,X,h,8078,,0.006808616
76,Brazil,511,Total Population [1000],2000,175288,X,h,174505,,0.004486977
76,Brazil,511,Total Population [1000],2001,177751,X,h,176968,,0.004424529
76,Brazil,511,Total Population [1000],2002,180151,X,h,179394,,0.004219762
76,Brazil,511,Total Population [1000],2003,182482,X,h,181753,,0.004010938
76,Brazil,511,Total Population [1000],2004,184738,X,h,184010,,0.003956307
76,Brazil,511,Total Population [1000],2005,186917,X,h,186142,,0.004163488
76,Brazil,511,Total Population [1000],2006,189012,X,h,188134,,0.004666886
76,Brazil,511,Total Population [1000],2007,191027,X,h,189997,,0.005421138
76,Brazil,511,Total Population [1000],2008,192979,X,h,191766,,0.006325417
76,Brazil,511,Total Population [1000],2009,194896,X,h,193491,,0.00726132
76,Brazil,511,Total Population [1000],2010,196796,X,h,195210,,0.008124584
76,Brazil,511,Total Population [1000],2011,198687,X,h,196935,,0.008896336
76,Brazil,511,Total Population [1000],2012,200561,X,h,198656,,0.009589441
76,Brazil,511,Total Population [1000],2013,202409,X,h,200362,,0.010216508
760,Syrian Arab Republic,511,Total Population [1000],2000,16411,X,h,16371,,0.002443345
760,Syrian Arab Republic,511,Total Population [1000],2001,16767,X,h,16701,,0.003951859
760,Syrian Arab Republic,511,Total Population [1000],2002,17088,X,h,16995,,0.005472198
760,Syrian Arab Republic,511,Total Population [1000],2003,17415,X,h,17298,,0.006763788
760,Syrian Arab Republic,511,Total Population [1000],2004,17807,X,h,17676,,0.007411179
760,Syrian Arab Republic,511,Total Population [1000],2005,18295,X,h,18167,,0.007045742
760,Syrian Arab Republic,511,Total Population [1000],2006,18915,X,h,18805,,0.005849508
760,Syrian Arab Republic,511,Total Population [1000],2007,19633,X,h,19561,,0.003680793
760,Syrian Arab Republic,511,Total Population [1000],2008,20325,X,h,20346,,-0.001032144
760,Syrian Arab Republic,511,Total Population [1000],2009,20825,X,h,21032,,-0.009842145
760,Syrian Arab Republic,511,Total Population [1000],2010,21019,X,h,21533,,-0.023870339
760,Syrian Arab Republic,511,Total Population [1000],2011,20864,X,h,21804,,-0.043111356
760,Syrian Arab Republic,511,Total Population [1000],2012,20421,X,h,21890,,-0.067108269
760,Syrian Arab Republic,511,Total Population [1000],2013,19809,X,h,21898,,-0.09539684
760,Syrian Arab Republic,511,Total Population [1000],2014,19203,X,h,21987,,-0.126620276
762,Tajikistan,511,Total Population [1000],2000,6216,X,h,6186,,0.004849661
762,Tajikistan,511,Total Population [1000],2001,6327,X,h,6289,,0.006042296
762,Tajikistan,511,Total Population [1000],2002,6448,X,h,6404,,0.006870706
762,Tajikistan,511,Total Population [1000],2003,6577,X,h,6530,,0.00719755
762,Tajikistan,511,Total Population [1000],2004,6713,X,h,6664,,0.007352941
762,Tajikistan,511,Total Population [1000],2005,6854,X,h,6806,,0.007052601
762,Tajikistan,511,Total Population [1000],2006,7001,X,h,6955,,0.006613947
762,Tajikistan,511,Total Population [1000],2007,7152,X,h,7111,,0.005765715
762,Tajikistan,511,Total Population [1000],2008,7310,X,h,7275,,0.004810997
762,Tajikistan,511,Total Population [1000],2009,7473,X,h,7447,,0.003491339
762,Tajikistan,511,Total Population [1000],2010,7642,X,h,7627,,0.001966697
762,Tajikistan,511,Total Population [1000],2011,7816,X,h,7815,,0.000127959
762,Tajikistan,511,Total Population [1000],2012,7995,X,h,8009,,-0.001748033
762,Tajikistan,511,Total Population [1000],2013,8178,X,h,8208,,-0.003654971
764,Thailand,511,Total Population [1000],2000,62958,X,h,62343,,0.00986478
764,Thailand,511,Total Population [1000],2001,63543,X,h,63069,,0.007515578
764,Thailand,511,Total Population [1000],2002,64073,X,h,63798,,0.00431048
764,Thailand,511,Total Population [1000],2003,64555,X,h,64488,,0.001038953
764,Thailand,511,Total Population [1000],2004,65002,X,h,65087,,-0.001305944
764,Thailand,511,Total Population [1000],2005,65425,X,h,65559,,-0.00204396
764,Thailand,511,Total Population [1000],2006,65824,X,h,65884,,-0.000910692
764,Thailand,511,Total Population [1000],2007,66196,X,h,66077,,0.001800929
764,Thailand,511,Total Population [1000],2008,66546,X,h,66185,,0.005454408
764,Thailand,511,Total Population [1000],2009,66882,X,h,66277,,0.009128355
764,Thailand,511,Total Population [1000],2010,67209,X,h,66402,,0.012153248
764,Thailand,511,Total Population [1000],2011,67530,X,h,66576,,0.014329488
764,Thailand,511,Total Population [1000],2012,67844,X,h,66785,,0.015856854
764,Thailand,511,Total Population [1000],2013,68143,X,h,67011,,0.016892749
768,Togo,511,Total Population [1000],2000,4970,X,h,4865,,0.021582734
768,Togo,511,Total Population [1000],2001,5112,X,h,4992,,0.024038462
768,Togo,511,Total Population [1000],2002,5251,X,h,5124,,0.024785324
768,Togo,511,Total Population [1000],2003,5391,X,h,5259,,0.025099829
768,Togo,511,Total Population [1000],2004,5535,X,h,5398,,0.02537977
768,Togo,511,Total Population [1000],2005,5683,X,h,5540,,0.025812274
768,Togo,511,Total Population [1000],2006,5838,X,h,5686,,0.026732325
768,Togo,511,Total Population [1000],2007,5997,X,h,5835,,0.027763496
768,Togo,511,Total Population [1000],2008,6162,X,h,5987,,0.029229998
768,Togo,511,Total Population [1000],2009,6330,X,h,6144,,0.030273438
768,Togo,511,Total Population [1000],2010,6503,X,h,6306,,0.031240089
768,Togo,511,Total Population [1000],2011,6679,X,h,6472,,0.031983931
768,Togo,511,Total Population [1000],2012,6859,X,h,6643,,0.03251543
768,Togo,511,Total Population [1000],2013,7043,X,h,6817,,0.033152413
780,Trinidad and Tobago,511,Total Population [1000],2000,1268,X,h,1268,,0
780,Trinidad and Tobago,511,Total Population [1000],2001,1272,X,h,1272,,0
780,Trinidad and Tobago,511,Total Population [1000],2002,1278,X,h,1278,,0
780,Trinidad and Tobago,511,Total Population [1000],2003,1284,X,h,1284,,0
780,Trinidad and Tobago,511,Total Population [1000],2004,1291,X,h,1290,,0.000775194
780,Trinidad and Tobago,511,Total Population [1000],2005,1297,X,h,1297,,0
780,Trinidad and Tobago,511,Total Population [1000],2006,1303,X,h,1303,,0
780,Trinidad and Tobago,511,Total Population [1000],2007,1309,X,h,1310,,-0.000763359
780,Trinidad and Tobago,511,Total Population [1000],2008,1315,X,h,1316,,-0.000759878
780,Trinidad and Tobago,511,Total Population [1000],2009,1322,X,h,1323,,-0.000755858
780,Trinidad and Tobago,511,Total Population [1000],2010,1328,X,h,1328,,0
780,Trinidad and Tobago,511,Total Population [1000],2011,1335,X,h,1333,,0.001500375
780,Trinidad and Tobago,511,Total Population [1000],2012,1342,X,h,1337,,0.003739716
780,Trinidad and Tobago,511,Total Population [1000],2013,1348,X,h,1341,,0.005219985
784,United Arab Emirates,511,Total Population [1000],2000,3155,X,h,3026,,0.042630535
784,United Arab Emirates,511,Total Population [1000],2001,3326,X,h,3132,,0.061941252
784,United Arab Emirates,511,Total Population [1000],2002,3507,X,h,3224,,0.087779156
784,United Arab Emirates,511,Total Population [1000],2003,3742,X,h,3369,,0.110715346
784,United Arab Emirates,511,Total Population [1000],2004,4088,X,h,3659,,0.117245149
784,United Arab Emirates,511,Total Population [1000],2005,4580,X,h,4149,,0.103880453
784,United Arab Emirates,511,Total Population [1000],2006,5242,X,h,4876,,0.075061526
784,United Arab Emirates,511,Total Population [1000],2007,6044,X,h,5797,,0.042608246
784,United Arab Emirates,511,Total Population [1000],2008,6894,X,h,6799,,0.013972643
784,United Arab Emirates,511,Total Population [1000],2009,7666,X,h,7718,,-0.006737497
784,United Arab Emirates,511,Total Population [1000],2010,8271,X,h,8442,,-0.020255864
784,United Arab Emirates,511,Total Population [1000],2011,8672,X,h,8925,,-0.028347339
784,United Arab Emirates,511,Total Population [1000],2012,8900,X,h,9206,,-0.033239192
784,United Arab Emirates,511,Total Population [1000],2013,9006,X,h,9346,,-0.0363792
788,Tunisia,511,Total Population [1000],2000,9699,X,h,9553,,0.015283157
788,Tunisia,511,Total Population [1000],2001,9786,X,h,9652,,0.013883133
788,Tunisia,511,Total Population [1000],2002,9864,X,h,9750,,0.011692308
788,Tunisia,511,Total Population [1000],2003,9940,X,h,9847,,0.009444501
788,Tunisia,511,Total Population [1000],2004,10018,X,h,9947,,0.007137831
788,Tunisia,511,Total Population [1000],2005,10102,X,h,10051,,0.005074122
788,Tunisia,511,Total Population [1000],2006,10196,X,h,10160,,0.003543307
788,Tunisia,511,Total Population [1000],2007,10298,X,h,10274,,0.002335994
788,Tunisia,511,Total Population [1000],2008,10407,X,h,10391,,0.001539794
788,Tunisia,511,Total Population [1000],2009,10522,X,h,10511,,0.001046523
788,Tunisia,511,Total Population [1000],2010,10640,X,h,10632,,0.000752445
788,Tunisia,511,Total Population [1000],2011,10761,X,h,10753,,0.000743978
788,Tunisia,511,Total Population [1000],2012,10887,X,h,10875,,0.001103448
788,Tunisia,511,Total Population [1000],2013,11015,X,h,10997,,0.00163681
792,Turkey,511,Total Population [1000],2000,63240,X,h,63174,,0.001044734
792,Turkey,511,Total Population [1000],2001,64191,X,h,64100,,0.001419657
792,Turkey,511,Total Population [1000],2002,65143,X,h,65022,,0.001860909
792,Turkey,511,Total Population [1000],2003,66086,X,h,65938,,0.002244533
792,Turkey,511,Total Population [1000],2004,67008,X,h,66846,,0.002423481
792,Turkey,511,Total Population [1000],2005,67903,X,h,67743,,0.002361868
792,Turkey,511,Total Population [1000],2006,68763,X,h,68626,,0.001996328
792,Turkey,511,Total Population [1000],2007,69597,X,h,69497,,0.001438911
792,Turkey,511,Total Population [1000],2008,70440,X,h,70364,,0.001080098
792,Turkey,511,Total Population [1000],2009,71339,X,h,71241,,0.001375612
792,Turkey,511,Total Population [1000],2010,72327,X,h,72138,,0.002619978
792,Turkey,511,Total Population [1000],2011,73409,X,h,73059,,0.004790649
792,Turkey,511,Total Population [1000],2012,74570,X,h,73997,,0.007743557
792,Turkey,511,Total Population [1000],2013,75787,X,h,74933,,0.011396848
795,Turkmenistan,511,Total Population [1000],2000,4516,X,h,4501,,0.003332593
795,Turkmenistan,511,Total Population [1000],2001,4564,X,h,4552,,0.002636204
795,Turkmenistan,511,Total Population [1000],2002,4610,X,h,4600,,0.002173913
795,Turkmenistan,511,Total Population [1000],2003,4656,X,h,4648,,0.00172117
795,Turkmenistan,511,Total Population [1000],2004,4703,X,h,4697,,0.001277411
795,Turkmenistan,511,Total Population [1000],2005,4755,X,h,4748,,0.001474305
795,Turkmenistan,511,Total Population [1000],2006,4810,X,h,4802,,0.001665973
795,Turkmenistan,511,Total Population [1000],2007,4870,X,h,4858,,0.002470152
795,Turkmenistan,511,Total Population [1000],2008,4936,X,h,4918,,0.003660024
795,Turkmenistan,511,Total Population [1000],2009,5008,X,h,4979,,0.005824463
795,Turkmenistan,511,Total Population [1000],2010,5087,X,h,5042,,0.00892503
795,Turkmenistan,511,Total Population [1000],2011,5174,X,h,5107,,0.013119248
795,Turkmenistan,511,Total Population [1000],2012,5268,X,h,5173,,0.018364585
795,Turkmenistan,511,Total Population [1000],2013,5366,X,h,5240,,0.024045802
8,Albania,511,Total Population [1000],2000,3122,X,h,3305,,-0.055370651
8,Albania,511,Total Population [1000],2001,3122,X,h,3286,,-0.049908704
8,Albania,511,Total Population [1000],2002,3119,X,h,3264,,-0.04442402
8,Albania,511,Total Population [1000],2003,3111,X,h,3239,,-0.03951837
8,Albania,511,Total Population [1000],2004,3098,X,h,3216,,-0.036691542
8,Albania,511,Total Population [1000],2005,3079,X,h,3196,,-0.03660826
8,Albania,511,Total Population [1000],2006,3054,X,h,3180,,-0.039622642
8,Albania,511,Total Population [1000],2007,3024,X,h,3166,,-0.044851548
8,Albania,511,Total Population [1000],2008,2992,X,h,3157,,-0.052264808
8,Albania,511,Total Population [1000],2009,2963,X,h,3151,,-0.059663599
8,Albania,511,Total Population [1000],2010,2941,X,h,3150,,-0.066349206
8,Albania,511,Total Population [1000],2011,2927,X,h,3154,,-0.071972099
8,Albania,511,Total Population [1000],2012,2920,X,h,3162,,-0.076533839
8,Albania,511,Total Population [1000],2013,2919,X,h,3173,,-0.080050425
800,Uganda,511,Total Population [1000],2000,24039,X,h,24276,,-0.009762729
800,Uganda,511,Total Population [1000],2001,24855,X,h,25088,,-0.009287309
800,Uganda,511,Total Population [1000],2002,25718,X,h,25943,,-0.00867286
800,Uganda,511,Total Population [1000],2003,26625,X,h,26838,,-0.007936508
800,Uganda,511,Total Population [1000],2004,27568,X,h,27767,,-0.007166781
800,Uganda,511,Total Population [1000],2005,28544,X,h,28725,,-0.006301131
800,Uganda,511,Total Population [1000],2006,29551,X,h,29711,,-0.005385211
800,Uganda,511,Total Population [1000],2007,30590,X,h,30729,,-0.004523414
800,Uganda,511,Total Population [1000],2008,31664,X,h,31779,,-0.003618742
800,Uganda,511,Total Population [1000],2009,32772,X,h,32864,,-0.002799416
800,Uganda,511,Total Population [1000],2010,33915,X,h,33987,,-0.002118457
800,Uganda,511,Total Population [1000],2011,35094,X,h,35148,,-0.001536361
